# DD-11 reviewed public header symbols: path, source line, kind, symbol, description
inc/eshkol/llvm_backend.h	401	macro	eshkol_get_shared_library_exports	Returns the disabled-backend fallback value for shared-library exports.
inc/eshkol/tensorcore_adapter.h	42	extern_c	eshkol_tc_known_capability_mask	Returns the TensorCore capability bits known to this adapter.
inc/eshkol/tensorcore_adapter.h	43	extern_c	eshkol_tc_available_capability_mask	Returns the TensorCore capabilities available in the context.
inc/eshkol/tensorcore_adapter.h	44	extern_c	eshkol_tc_compiled_backend_mask	Returns the backend bits compiled into TensorCore.
inc/eshkol/tensorcore_adapter.h	45	extern_c	eshkol_tc_available_backend_mask	Returns the backend bits available at runtime.
inc/eshkol/tensorcore_adapter.h	51	extern_c	eshkol_tc_device_family	Returns the TensorCore device-family code for a context.
inc/eshkol/tensorcore_adapter.h	52	extern_c	eshkol_tc_device_unified_memory	Reports whether the device exposes unified memory.
inc/eshkol/tensorcore_adapter.h	53	extern_c	eshkol_tc_device_supports_bf16	Reports whether the device supports BF16 operations.
inc/eshkol/tensorcore_adapter.h	54	extern_c	eshkol_tc_device_supports_i8	Reports whether the device supports int8 operations.
inc/eshkol/tensorcore_adapter.h	55	extern_c	eshkol_tc_device_supports_tensorops_m5	Reports whether the device supports TensorOps M5.
inc/eshkol/tensorcore_adapter.h	97	extern_c	eshkol_tc_last_backend_code	Returns the last TensorCore backend status code.
lib/math/fixed_point/eshkol_fixed_point.h	168	extern_c	esk_fixed_to_double	Converts a fixed-point value to double and reports exactness when requested.
lib/math/fixed_point/eshkol_fixed_point.h	169	extern_c	esk_fixed_from_f32	Constructs a fixed-point value from a float with explicit rounding and overflow policy.
lib/math/fixed_point/eshkol_fixed_point.h	172	extern_c	esk_fixed_to_f32	Converts a fixed-point value to float and reports exactness when requested.
lib/math/fixed_point/eshkol_fixed_point.h	196	function	esk_accum128_add_i64	Adds an int64 value to an exact 128-bit accumulation and advances its count.
lib/math/fixed_point/eshkol_fixed_point.h	197	function	esk_accum128_add_i128	Adds an int128 value to an exact 128-bit accumulation and advances its count.
